Unnamed_0,Vendor,Vendor Site Id,Brand,Dcl,Department Id,Class Id,Class Name,Line Id,Line Name,Product ID,Pcode Description,Color,Size,Item,Description,Mfg Code,UPC,Status,Status 300,Site,Site Name,State,Square Footage,Region,Zone,MIL,FLM,DC FLM,Orgs,Cost,Retail,ATG Retail,GM Pct,Last Receipt,Last Sold Date,L30,D30,D60,LW,TTM,Qoh,Supply,Allocated,Intrans,Store Transfer,QTY Reserve,Store PO Qty,Dc Qoh,Dc Avail,DC Staged,DC RV,DC PO QTY,Buyer Name,Planner Code,Private Label,Season Code,Store Size,Rank,Supply In Stock,Avg. WOC,MIL_1,FLM_1,Days,Proj. Demand,Alloc. Rec.,New,Store Flag,SKU Flag,Flag,Final Alloc.,Left DC,Final Supply,Final Cost,% UA,Left DC %,Final In Stock,Demand Check,Helper,Unnamed_79,736,source_sheet,source_file,source_row_number,Store Name,is_allocate,is_review,is_no_alloc,is_eligible,is_site802,is_ak,is_review_pass1_candidate,has_target_final_alloc,row_category,model_segment,4364,4950,4188,3908,9518,3561,3143,1957,1648,target_units,target_positive,target_flms,target_rank_score,target_cut_rec,target_follow_rec,target_one_flm,target_zero_out,target_below_flm_remainder,target_review_pass1_positive,target_review_pass1_rank_score,model_path,pred_prob,rank_score,pred_flms_raw,review_pass1_prob,review_pass1_rank_score,review_pass1_units,Predicted Final Alloc,abs_error
,TRAEGER PELLET GRILLS LLC,SALT LAKE CITY,Traeger,1.132.5,1,132,Food Preperation Appliances,5,Spices,p314243,Traeger Rubs,,12.5oz,1915403,PORK AND POULTRY RUB,SPC250,634868951336,Active,Active,802,Ecommerce,UT,,,,0,6,6,83,5.85,5.85,9.99,0,,46170,1,1,1,1,7,0,0,,,,,0,876,840,36,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9879518072289156,0,0,6,60,3,6,New,Disaster Prep,-,Allocate,6,810,6,35.099999999999994,0.46285714285714286,0.9642857142857143,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",1300,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.6009461879730225,2.1876513957977295,0.4944283664226532,0.0,0.0,0,0,6.0
,TETON SPORTS,CEDAR HILLS,Teton,1.128.1,1,128,Cots,1,Military,p8374,Teton Outfitter XXL Cot,Black,XXL,1022298,TETON XXL OUTFITTER COT 40X85 600#,5120BK,817354011565,Active,Active,139,Mesa,AZ,49882,Southwest,6,4,1,2,145,83.5,199.99,199.99,0.58,46076,46165,18,5,11,6,86,6,12,6,0,0,0,0,449,413,36,0,911,"Branham, Dave Michael",Camp1,,,40K-50K,A+,1,2.86,4,1,60,25,13,-,-,-,Allocate,13,397,25,1085.5,0.1528686946476704,0.9612590799031477,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",233,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,13.0,1.0,13.0,7.139057329615259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9993188381195068,6.996403694152832,7.422619819641113,0.0,0.0,0,7,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,114,Midvale,UT,51650,Rocky Mountain,5,10,2,1560,141,5.93,10.99,10.99,0.46,46161,46167,53,84,165,33,426,61,77,16,0,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,1,6.232641509433963,10,2,60,159,82,-,-,-,Allocate,82,668,159,486.26,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1265,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,82.0,1.0,41.0,8.237669618283368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9964779019355774,8.91685676574707,43.9062614440918,0.0,0.0,0,88,6.0
,BOOST OXYGEN LLC,MILFORD,Boost Oxygen,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p38415,Boost Oxygen Natural Energy Breathing Oxygen,,,1501178,BOOST OXYGEN NATURAL 5 LTR,601,637866288442,Active,Active,204,Portland,OR,48698,Pacific North West,2,6,6,6,147,6,11.99,11.99,0.5,46146,46175,4,11,13,4,45,7,7,,0,0,0,0,239,107,132,0,480,"Branham, Dave Michael",Camp1,,,40K-50K,B,1,7.5075,6,6,60,17,12,-,-,-,Allocate,6,71,13,36,0.04781144781144781,0.6635514018691588,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",20,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,3.151480513893279,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9777058959007263,3.5243723392486572,1.56070077419281,0.0,0.0,0,12,6.0
,LODGE MFG,SOUTH PITTSBURG,Lodge Cast Iron,1.135.99,1,135,Cooking,99,Misc,p302878,Lodge Cast Iron Everyday Scrub Cloth,Yellow,,1866322,EVERYDAY SCRUB CLOTH FOR CEANING POTS AND PANS S24,AESCRUB,075536046099,Active,Active,159,Wasilla,AK,52211,Alaska,1,4,6,6,147,4.8,12,12,0.6,46140,46166,7,7,11,3,48,2,2,,0,0,0,0,14,8,6,0,240,"Branham, Dave Michael",Camp1,,,50K-60K,A+,1,1.2257142857142858,4,6,60,15,12,-,Large Display,-,Review,6,0,8,28.799999999999997,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",2172,,False,True,False,True,False,True,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.359813847226612,1.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.4621795117855072,2.963526964187622,0.8813585042953491,0.977889358997345,2.9155821800231934,0,0,6.0
,JOHNSON OUTDOORS INC,JETBOIL,Jetboil,1.130.99,1,130,Stoves,99,Misc,p37112,Jetboil Pot Support,Silver,,1400744,JETBOIL POT SUPPORT,PSUP,858941006410,Active,Active,802,Ecommerce,UT,,,,6,6,6,147,7.13,7.13,12.99,0,,46027,0,3,3,0,27,0,0,,,,,0,108,72,36,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,,6,6,60,3,6,New,Disaster Prep,-,Allocate,6,48,6,42.78,0.0427426536064114,0.6666666666666666,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",466,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.11850365251302719,3.1871418952941895,0.2575080990791321,0.0,0.0,0,0,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,247,Rohnert Park,CA,44644,Northern California,3,10,2,1560,141,5.93,10.99,10.99,0.46,46176,46175,34,47,87,13,360,62,66,4,0,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,40K-50K,B,1,8.32764705882353,10,2,60,84,18,-,-,-,Allocate,12,143,78,71.16,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",491,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,6.0,3.9459101490553135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.7454484701156616,3.8040273189544678,3.408315896987915,0.0,0.0,0,6,6.0
,TRAEGER PELLET GRILLS LLC,SALT LAKE CITY,Traeger,1.132.5,1,132,Food Preperation Appliances,5,Spices,p314243,Traeger Rubs,,12.5oz,1915393,TRAEGER RUB,SPC253,634868951367,Active,Active,246,South Jordan,UT,30774,Rocky Mountain,5,6,6,6,83,5.85,9.99,9.99,0.41,46035,46169,3,5,7,1,34,4,4,,0,0,0,0,432,390,42,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,1,5.720000000000001,6,6,60,7,6,-,-,-,Allocate,,390,4,0,0.37681159420289856,1,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",511,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.08333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.989707350730896,2.53933048248291,0.5622299909591675,0.0,0.0,0,6,6.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.135.99,1,135,Cooking,99,Misc,p9391,Coghlan's Deluxe Broiler,,,100864,DELUXE BROILER,8981,056389089815,Active,Active,224,Nampa,ID,48704,Rocky Mountain,5,8,6,6,125,9.44,19.99,19.99,0.53,45940,46163,2,0,2,2,11,5,5,,0,0,0,0,221,191,30,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,1,10.725,8,6,60,5,6,-,-,-,Allocate,,179,5,0,0.19268030139935413,0.93717277486911,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",251,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.041666666666666664,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.7697914242744446,1.4793139696121216,0.7043395638465881,0.0,0.0,0,6,6.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.136.1,1,136,Accessories,1,Camp Accessories,p9439,Coghlans Expandable Camp Jug,,,100903,CAMP JUG,9737,056389097377,Active,Active,204,Portland,OR,48698,Pacific North West,2,12,6,6,147,8,17.99,17.99,0.56,45887,46164,1,1,5,1,18,5,5,,0,0,0,0,108,84,24,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,1,21.45,12,6,60,4,6,-,-,-,Review,6,42,11,48,0.03553299492385787,0.5,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1177,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,2.984813847226612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.2957545518875122,1.81208074092865,0.9562471508979797,0.9999319314956665,5.828455924987793,0,0,6.0
,RELIANCE PRODUCTS LP,ST PAUL,Reliance Products,1.156.2,1,156,Porta Potty,2,Accessories,p957,Reliance Double Doodie Plus Toilet Waste Bags,Gray,,1197239,DOUBLE DOODIE PLUS,2684-03,060823268407,Active,Active,802,Ecommerce,UT,,,,18,6,6,147,15.33,15.33,29.99,0,,46167,6,10,11,3,55,14,14,,,,,0,117,33,84,0,2100,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9795918367346939,10.01,18,6,60,16,6,New,Disaster Prep,-,Review,,0,14,0,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",2882,,False,True,False,True,True,False,False,True,Review,site802_review,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,site802_review_nn,0.001080026151612401,0.031480822712183,0.5656542778015137,1.0,62240.609375,0,6,6.0
,MAGPIE SCREEN PRNTG EMB,NDF,Dan'L Boone,7.715.2,7,715,Toys,2,Plush,p251086,Dan'L Boone Kids Coonskin Cap,Racoon Brown,Medium,707009,COON SKIN HAT - M,11572,809579726935,Active,Active,148,St George,UT,48710,Southwest,6,8,6,48,147,5.25,9.99,9.99,0.47,46149,46166,5,2,12,1,77,-2,4,,6,0,0,0,130,82,48,0,0,"Branham, Dave Michael",Gift1,,,40K-50K,B,0.9795918367346939,3.432,8,6,60,9,6,-,-,-,Review,6,16,10,31.5,0.009362200117027502,0.1951219512195122,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",2375,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.026480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.3027861714363098,3.0176990032196045,1.0186173915863037,1.0,24532.421875,0,0,6.0
,TRAEGER PELLET GRILLS LLC,SALT LAKE CITY,Traeger,1.132.5,1,132,Food Preperation Appliances,5,Spices,p314243,Traeger Rubs,,11oz,1915401,WHISKEY DUST RUB,SPC262,634868951459,Active,Active,222,Las Vegas,NV,55452,Southwest,6,3,6,6,131,5.85,9.99,9.99,0.41,46150,46173,6,8,8,5,34,4,4,,0,0,0,0,1200,1158,42,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9923664122137404,2.8600000000000003,3,6,60,17,12,-,Disaster Prep,-,Allocate,6,1128,10,35.099999999999994,0.47655259822560203,0.9740932642487047,0.9923664122137404,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",1291,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,3.276480513893279,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9994407296180725,3.799827814102173,1.6789331436157227,0.0,0.0,0,12,6.0
,MAGPIE SCREEN PRNTG EMB,HELENA,Magpie,7.715.2,7,715,Toys,2,Plush,p245422,WYL E. Coyote Pelt with Face and Tail Hat,Brown,L,1464935,WYL E. COYOTE FACE HAT LG,LARFACE,087110233122,Active,Active,802,Ecommerce,UT,,,,7,6,24,142,14,14,23.99,0,,46169,5,5,8,2,122,1,1,,,,,0,225,213,12,0,0,"Branham, Dave Michael",Gift1,,,Greater than 60K,,1,0.858,7,6,60,13,12,New,Disaster Prep,-,Allocate,6,141,7,84,0.13715953307392997,0.6619718309859155,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",504,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.401480513893279,1.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.954913854598999,3.513782024383545,0.3661445081233978,0.0,0.0,0,0,6.0
,TENDER CORPORATION,LITTLETON NH,After Bite,1.136.5,1,136,Accessories,5,Repelants,p2666,After Bite Insect New & Improved Bite Treatment,,,1021848,AFTER BITE,0006-1030,044224610300,Active,Active,802,Ecommerce,UT,,,,2,6,360,147,3.58,3.58,6.99,0,,46177,2,4,6,2,11,4,4,,,,,0,618,324,294,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,8.58,2,6,60,7,6,New,Disaster Prep,-,Allocate,6,312,10,21.48,0.07313642756680731,0.9629629629629629,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",485,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.026480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.3420308530330658,1.7345619201660156,0.4953829050064087,0.0,0.0,0,0,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,210,Federal Way,WA,49009,Pacific North West,2,10,2,1560,141,5.93,10.99,10.99,0.46,46139,46165,16,12,21,12,137,18,18,,0,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,C,1,4.82625,10,2,60,41,24,-,-,-,Allocate,24,668,42,142.32,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1274,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,24.0,1.0,12.0,7.064949357461536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9855318665504456,6.350866794586182,14.562727928161621,0.0,0.0,0,30,6.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,7.704.19,7,704,Lighting Products,19,Keychain Lights,p294680,NEBO COLUMBO Keychain Flashlight,Silver,,1830083,NEBO COLUMBO 100 KEYCHAIN LIGHT F23,NEB-POC-1003,645397939160,Active,Active,196,Murfreesboro,TN,31122,Mid-Atlantic,9,5,6,6,147,5.75,11.99,11.99,0.52,46086,46171,1,0,1,1,21,2,2,,0,0,0,0,121,91,30,0,0,"Branham, Dave Michael",Gift1,,,30K-40K,B,0.9931972789115646,8.58,5,6,60,3,6,-,-,-,Allocate,6,85,8,34.5,0.07929104477611941,0.9340659340659341,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",75,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,3.109813847226612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,1.0,1.2754855155944824,0.0,0.0,0.0,0,0,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,240,Heber City,UT,16366,Rocky Mountain,5,6,2,1560,141,5.93,10.99,10.99,0.46,46162,46167,39,67,133,22,373,45,55,10,0,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,Less than 20K,D,1,6.05,6,2,60,119,64,-,-,-,Allocate,64,668,119,379.52,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1266,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,64.0,1.0,32.0,7.99650756146648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9965566396713257,8.080160140991211,35.312191009521484,0.0,0.0,0,70,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,238,Fresno,CA,30424,Southern California,4,10,2,1560,141,5.93,10.99,10.99,0.46,46167,46166,40,57,121,22,445,58,74,16,0,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,1,7.9365,10,2,60,116,42,-,Target Inv.,-,Allocate,42,668,116,249.06,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1270,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,42.0,1.0,21.0,6.341042453358316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9012753963470459,6.115599155426025,23.7542667388916,0.0,0.0,0,48,6.0
,STANSPORT,LOS ANGELES,Stansport,1.156.2,1,156,Porta Potty,2,Accessories,p46452,Stansport Pop-Up Privacy Shelter,Blue,,1447520,SS QUICK SET PRIVACY SHELTER,738,011319133471,Active,Active,121,Anchorage,AK,57491,Alaska,1,3,2,6,138,37.89,69.99,69.99,0.46,46104,46168,8,16,34,6,52,9,11,,2,0,0,0,457,361,96,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A+,1,5.898750000000001,3,2,60,28,18,-,Large Display,-,Allocate,18,251,29,682.02,0.22192749778956675,0.6952908587257618,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",945,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,18.0,1.0,9.0,6.802585092994046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.9998939037322998,6.6388139724731445,5.701261520385742,0.0,0.0,0,12,6.0
,DURAFLAME INC,TMR,Western Premium BBQ Products,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p302331,Western Premium BBQ Products BBQ Cooking Wood Chunks,,,1864207,WESTERN 500 CU IN OAK CHUNK BOX S24,78157,078342781574,Active,Active,145,Fairbanks,AK,47072,Alaska,1,6,1,104,142,5,9.99,9.99,0.5,46139,46173,12,1,3,6,38,0,0,,0,0,0,0,105,96,9,0,104,"Branham, Dave Michael",Camp1,,,40K-50K,A+,0.9929577464788732,0,6,1,60,17,17,-,-,-,Allocate,15,55,15,75,0.08634222919937205,0.5729166666666666,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",288,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,15.0,1.0,15.0,7.272588722239782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.9999920129776001,7.463498115539551,8.961631774902344,0.0,0.0,0,9,6.0
,U D A P INDUSTRIES,BUTTE,UDAP,7.706.2,7,706,Miscellaneous,2,Bear Pepper Sprays,p8543,UDAP 7.9oz Bear Sprays,Black,7.9oz,1018204,UDAP 7.9OZ BEAR SPRAY,12,679354000082,Active,Active,221,Redding,CA,43561,Northern California,3,60,2,6,147,17.26,35.99,35.99,0.52,46140,46166,12,16,31,4,129,32,32,,0,0,0,0,2349,1475,874,0,0,"Branham, Dave Michael",Gift1,,,40K-50K,A,1,11.440000000000001,60,2,60,29,28,-,-,-,Allocate,18,1181,50,310.68,0.2901007123556866,0.800677966101695,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",237,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,18.0,1.0,9.0,6.052585092994046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.8107708096504211,5.687270164489746,6.040965557098389,0.0,0.0,0,12,6.0
,COLUMBIA RIVER KNIFE AND TOOL,TUALATIN,CRKT,7.715.99,7,715,Toys,99,Misc,p135220,CRKT Nathans Knife Kit,0,,1270533,NATHAN'S KNIFE KIT,1032,794023103205,Active,Active,802,Ecommerce,UT,,,,1,6,6,147,8,8,14.99,0,,46007,0,6,6,0,21,0,0,,,,,0,337,307,30,0,0,"Branham, Dave Michael",Gift1,,,Greater than 60K,,0.9931972789115646,,1,6,60,4,6,New,Disaster Prep,-,Allocate,6,241,6,48,0.19388576025744167,0.7850162866449512,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",362,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.8822284936904907,3.2433478832244873,0.31471744179725647,0.0,0.0,0,0,6.0
,BOOST OXYGEN LLC,MILFORD,Boost Oxygen,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p38415,Boost Oxygen Natural Energy Breathing Oxygen,,,1501178,BOOST OXYGEN NATURAL 5 LTR,601,637866288442,Active,Active,158,Medford,OR,51409,Pacific North West,2,6,6,6,147,6,11.99,11.99,0.5,46049,46168,8,9,12,7,46,0,18,12,6,0,0,0,275,137,138,0,480,"Branham, Dave Michael",Camp1,,,50K-60K,B,1,9.6525,6,6,60,23,6,-,-,-,Allocate,,107,18,0,0.07034845496383958,0.781021897810219,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",27,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.9167412519454956,1.687211275100708,0.6463313698768616,0.0,0.0,0,6,6.0
,U D A P INDUSTRIES,BUTTE,UDAP,7.706.2,7,706,Miscellaneous,2,Bear Pepper Sprays,p8543,UDAP 7.9oz Bear Sprays,Black,7.9oz,1018204,UDAP 7.9OZ BEAR SPRAY,12,679354000082,Active,Active,802,Ecommerce,UT,,,,24,2,6,147,17.26,17.26,35.99,0,,46164,4,2,41,1,75,14,14,,,,,0,2349,1475,874,0,0,"Branham, Dave Michael",Gift1,,,Greater than 60K,,1,15.015,24,2,60,15,10,New,Disaster Prep,-,Allocate,10,1181,24,172.60000000000002,0.2901007123556866,0.800677966101695,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",243,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,10.0,1.0,5.0,4.5417594692280545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.5800900459289551,4.989787578582764,1.788861632347107,0.0,0.0,0,4,6.0
,TENDER CORPORATION,LITTLETON NH,After Bite,1.136.5,1,136,Accessories,5,Repelants,p2666,After Bite Insect New & Improved Bite Treatment,,,1021848,AFTER BITE,0006-1030,044224610300,Active,Active,802,Ecommerce,UT,,,,2,6,360,147,3.58,3.58,6.99,0,,46076,0,4,6,0,9,0,0,,,,,0,1272,888,384,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,,2,6,60,3,6,New,Disaster Prep,-,Allocate,6,882,6,21.48,0.1896774193548387,0.9932432432432432,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",884,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.6860587000846863,2.1194756031036377,0.4706689417362213,0.0,0.0,0,0,6.0
,PIC CORPORATION,LINDEN,Pic,1.136.5,1,136,Accessories,5,Repelants,p253871,Pic Mosquito Repelling Coils with Metal Burner,Silver,,1730028,PIC METAL COIL BURNR W 4 MOSQ COILS,MTLCOMBO4,072477989805,Active,Active,228,Logan,UT,30774,Rocky Mountain,5,6,6,6,146,4.04,8.99,8.99,0.55,45793,46109,0,10,12,0,13,0,0,,0,0,0,0,1440,1440,0,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.589041095890411,,6,6,60,7,6,-,-,-,Allocate,6,852,6,24.240000000000002,0.4088291746641075,0.5916666666666667,0.9931506849315068,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",383,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.999990701675415,3.3915493488311768,1.5659854412078857,0.0,0.0,0,12,6.0
