Unnamed_0,Vendor,Vendor Site Id,Brand,Dcl,Department Id,Class Id,Class Name,Line Id,Line Name,Product ID,Pcode Description,Color,Size,Item,Description,Mfg Code,UPC,Status,Status 300,Site,Site Name,State,Square Footage,Region,Zone,MIL,FLM,DC FLM,Orgs,Cost,Retail,ATG Retail,GM Pct,Last Receipt,Last Sold Date,L30,D30,D60,LW,TTM,Qoh,Supply,Allocated,Intrans,Store Transfer,QTY Reserve,Store PO Qty,Dc Qoh,Dc Avail,DC Staged,DC RV,DC PO QTY,Buyer Name,Planner Code,Private Label,Season Code,Store Size,Rank,Supply In Stock,Avg. WOC,MIL_1,FLM_1,Days,Proj. Demand,Alloc. Rec.,New,Store Flag,SKU Flag,Flag,Final Alloc.,Left DC,Final Supply,Final Cost,% UA,Left DC %,Final In Stock,Demand Check,Helper,Unnamed_79,736,source_sheet,source_file,source_row_number,Store Name,is_allocate,is_review,is_no_alloc,is_eligible,is_site802,is_ak,is_review_pass1_candidate,has_target_final_alloc,row_category,model_segment,4364,4950,4188,3908,9518,3561,3143,1957,1648,target_units,target_positive,target_flms,target_rank_score,target_cut_rec,target_follow_rec,target_one_flm,target_zero_out,target_below_flm_remainder,target_review_pass1_positive,target_review_pass1_rank_score,model_path,pred_prob,rank_score,pred_flms_raw,review_pass1_prob,review_pass1_rank_score,review_pass1_units,Predicted Final Alloc,abs_error
,BOOST OXYGEN LLC,MILFORD,Boost Oxygen,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p38415,Boost Oxygen Natural Energy Breathing Oxygen,,,1501178,BOOST OXYGEN NATURAL 5 LTR,601,637866288442,Active,Active,802,Ecommerce,UT,,,,0,6,6,147,6,6,11.99,0,,46169,13,0,0,2,35,0,0,,,,,0,359,185,174,0,480,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,0,0,6,60,10,12,New,Disaster Prep,-,Allocate,6,137,6,36,0.08861578266494179,0.7405405405405405,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",19,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.4431471805599454,1.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.8278146982192993,3.45859694480896,0.44479119777679443,0.0,0.0,0,0,6.0
,BLACK RIFLE COFFEE COMPANY,MOUNT JULIET,Black Rifle Coffee Company,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p311549,Black Rifle Coffee Company 12oz Ground Coffee Bag - Blackbeard's Delight Roast,,,1894110,BLACKBEARDS DELIGHT GROUND COFFEE 12OZ,30-131-12G-201,810071970368,Active,Active,158,Medford,OR,51409,Pacific North West,2,6,6,6,56,10,15.99,15.99,0.37,46073,46168,1,8,8,1,22,4,4,,0,0,0,0,259,241,18,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9821428571428571,17.16,6,6,60,8,6,-,-,-,Allocate,,229,4,0,0.3778877887788779,0.950207468879668,0.9821428571428571,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",11,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.08333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.9081434011459351,2.4442031383514404,0.8146561980247498,0.0,0.0,0,6,6.0
,WISCONSIN PHARMACAL CO,JACKSON,Potable Aqua,1.151.3,1,151,Water Treatment,3,Accessories,p135780,Potable Aqua Water Purification Tablets 50 count,,,100544,POTABLE AQUA TABLETS,301,368093003019,Active,Active,126,Albuquerque,NM,48211,Southwest,6,6,6,6,147,4.72,9.99,9.99,0.53,46030,46169,2,10,18,1,48,6,6,,0,0,0,0,47,35,12,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,1,12.870000000000001,6,6,60,12,6,-,-,Disaster Prep,Review,6,0,12,28.32,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1690,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,2.9431471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.10442275553941727,1.8579134941101074,0.9859877824783325,0.42352184653282166,1.9008774757385254,0,0,6.0
,BLACK RIFLE COFFEE COMPANY,MOUNT JULIET,Black Rifle Coffee Company,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p311549,Black Rifle Coffee Company 12oz Ground Coffee Bag - Blackbeard's Delight Roast,,,1894110,BLACKBEARDS DELIGHT GROUND COFFEE 12OZ,30-131-12G-201,810071970368,Active,Active,611,Erie,PA,50000,Great Lakes,7,6,6,6,56,10,15.99,15.99,0.37,46070,46166,2,0,0,2,17,3,3,,0,0,0,0,259,247,12,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,C,0.9821428571428571,6.4350000000000005,6,6,60,5,6,-,Large Display,-,Allocate,,247,3,0,0.4022801302931596,1,0.9821428571428571,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",27,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.8957405686378479,3.1890971660614014,0.6084017753601074,0.0,0.0,0,6,6.0
,MORINAGA AMERICA INC,IRVINE,HI-CHEW,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p286298,HI-CHEW Berry Mix Fruit Chews,,,1808824,HI-CHEW BAG BERRY MIX 3.17 OZ,10850017589053,850017589056,Active,Active,212,Soldotna,AK,49870,Alaska,1,4,6,6,147,1.62,3.99,3.49,0.59,46145,46174,7,24,53,3,147,17,29,6,6,0,0,0,178,118,60,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,17.77285714285714,4,6,60,33,6,-,Large Display,-,Allocate,,94,29,0,0.042495479204339964,0.7966101694915254,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",427,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,ak_allocate_nn,0.9147796630859375,2.481574296951294,0.7061308026313782,0.0,0.0,0,6,6.0
,DURAFLAME INC,WW WOOD,Western Premium BBQ Products,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p70278,Western Premium BBQ Products No.2 Wood Chips,,,1168528,2# HICKORY CHIPS,78075,078342780751,Active,Active,159,Wasilla,AK,52211,Alaska,1,4,6,324,147,1.52,6.99,6.99,0.78,46170,46172,14,10,37,5,94,23,23,,0,0,0,0,389,377,12,0,324,"Branham, Dave Michael",Camp1,,,50K-60K,A+,1,7.047857142857143,4,6,60,29,6,-,Large Display,-,Allocate,,347,23,0,0.16367924528301886,0.9204244031830239,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",71,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,ak_allocate_nn,0.8752241730690002,2.5794334411621094,0.631098747253418,0.0,0.0,0,6,6.0
,DURAFLAME INC,TMR,Jack Daniel's,1.132.5,1,132,Food Preperation Appliances,5,Spices,p317169,Jack Daniel's BBQ Seasoning ,,11.3oz,1928445,JACK DANIELS 11.3 OZ FIRE SEASONING,1775,078342017758,Active,Active,117,Phoenix,AZ,48171,Southwest,6,4,6,1,101,7,12.99,12.99,0.46,45747,46103,0,1,1,0,8,1,1,,0,0,0,0,120,120,0,0,120,"Branham, Dave Michael",Camp1,,,40K-50K,B,1,,4,6,60,1,6,-,-,-,Allocate,6,96,7,42,0.1465648854961832,0.8,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",318,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,3.151480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4588288366794586,2.799453020095825,0.9742974042892456,0.0,0.0,0,0,6.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,263,Saratoga Springs,UT,31353,Rocky Mountain,5,6,2,1560,141,5.93,10.99,10.99,0.46,46157,46167,31,33,76,21,240,28,36,8,0,0,0,0,1986,1620,366,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,D,1,4.981935483870967,6,2,60,85,50,-,-,-,Allocate,50,668,86,296.5,0.11096345514950166,0.4123456790123457,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1269,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,50.0,1.0,25.0,7.758096538021482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9930618405342102,7.752408981323242,27.87254524230957,0.0,0.0,0,56,6.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,1.131.99,1,131,Lanterns,99,Misc,p294697,NEBO Poppy LED Lantern,Black,,1546551,NEBO POPPY LANTERN- BLACK F23,6595,645397931720,Active,Active,222,Las Vegas,NV,55452,Southwest,6,60,6,6,147,6.9,14.99,14.99,0.54,46044,46166,20,8,10,8,89,54,54,,0,0,0,0,270,234,36,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A,0.9931972789115646,11.583,60,6,60,30,6,-,Disaster Prep,Disaster Prep,Allocate,6,108,60,41.400000000000006,0.0469769464984776,0.46153846153846156,1,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",10,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.39536359906196594,1.5619969367980957,0.5503047704696655,0.0,0.0,0,0,6.0
,CENTURY SNACKS LLC,COMMERCE,Snak Club,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p322898,TOFFEE PEANUTS 7.5 OZ,,,1960233,TOFFEE PEANUTS 7.5 OZ,1721528,087076215286,Active,Active,139,Mesa,AZ,49882,Southwest,6,4,6,6,148,1.99,3.99,3.99,0.5,46160,46175,10,0,0,4,61,4,10,,6,0,0,0,89,29,60,0,960,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,4.29,4,6,60,13,6,-,-,-,Review,6,0,16,11.94,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",557,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,2.776480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.3182438015937805,0.8698094487190247,0.9377555251121521,1.0,61314.66796875,0,0,6.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,1.131.99,1,131,Lanterns,99,Misc,p294697,NEBO Poppy LED Lantern,Black,,1546551,NEBO POPPY LANTERN- BLACK F23,6595,645397931720,Active,Active,159,Wasilla,AK,52211,Alaska,1,4,6,6,147,6.9,14.99,14.99,0.54,46140,46163,5,2,17,3,125,13,13,,0,0,0,0,270,234,36,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A+,0.9931972789115646,11.154,4,6,60,16,6,-,Large Display,Disaster Prep,Allocate,6,108,19,41.400000000000006,0.0469769464984776,0.46153846153846156,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",9,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,6.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.859386146068573,3.0450448989868164,2.4367659091949463,0.0,0.0,0,12,6.0
,SAWYER PRODUCTS,SAFETY HARBOR,Sawyer,1.136.5,1,136,Accessories,5,Repelants,p1360877,Sawyer Premium Insect Repellent w/ 20% Picaridin,,,1270040,FISHERMAN INSECT REP 4OZ 20% PICRDN,SP544,050716005448,Spring,Spring,240,Heber City,UT,16366,Rocky Mountain,5,6,6,6,145,4.73,10.99,10.99,0.57,46134,46174,5,7,10,3,25,3,3,,0,0,0,0,99,9,90,0,0,"Branham, Dave Michael",Camp1,,,Less than 20K,C,0.993103448275862,2.574,6,6,60,13,12,-,-,-,Review,6,3,9,28.380000000000003,0.002067539627842867,0.3333333333333333,0.993103448275862,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",821,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.3181471805599454,1.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.44255438446998596,1.5388816595077515,0.8695416450500488,0.7042468190193176,1.8686726093292236,0,0,6.0
,MEAT MITCH LLC,LENEXA,Meat Mitch,1.132.5,1,132,Food Preperation Appliances,5,Spices,p318158,Meat Mitch Steer Season Rub,,10.5oz,1931361,STEER SEASON 10.5 OZ.,2835,857595002298,Active,Active,212,Soldotna,AK,49870,Alaska,1,3,6,6,129,5.79,12.99,12.99,0.55,45862,46174,1,3,4,1,17,1,1,,0,0,0,0,6,6,0,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A+,0.9922480620155039,4.29,3,6,60,5,6,-,Large Display,-,Review,6,0,7,34.74,0,0,0.9922480620155039,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",917,,False,True,False,True,False,True,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.151480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.4081437587738037,3.2917025089263916,1.1476407051086426,1.0,32290.037109375,0,0,6.0
,MAGPIE SCREEN PRNTG EMB,NDF,Dan'L Boone,7.715.2,7,715,Toys,2,Plush,p251086,Dan'L Boone Kids Coonskin Cap,Racoon Brown,Medium,707009,COON SKIN HAT - M,11572,809579726935,Active,Active,233,Rancho Cordova,CA,39156,Northern California,3,3,6,48,147,5.25,9.99,9.99,0.47,46120,46169,2,8,19,2,82,3,3,,0,0,0,0,34,16,18,0,0,"Branham, Dave Michael",Gift1,,,30K-40K,E,0.9931972789115646,6.4350000000000005,3,6,60,14,12,-,Disaster Prep,-,Review,6,10,9,31.5,0.006049606775559589,0.625,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",2030,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.3181471805599454,1.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.40596505999565125,0.3069360554218292,1.0461716651916504,0.34167566895484924,2.438547372817993,0,0,6.0
,MAGPIE SCREEN PRNTG EMB,HELENA,Magpie,7.715.2,7,715,Toys,2,Plush,p245422,WYL E. Coyote Pelt with Face and Tail Hat,Brown,L,1464935,WYL E. COYOTE FACE HAT LG,LARFACE,087110233122,Active,Active,802,Ecommerce,UT,,,,7,6,24,142,14,14,23.99,0,,46167,3,5,8,3,120,2,2,,,,,0,312,240,72,0,24,"Branham, Dave Michael",Gift1,,,Greater than 60K,,1,2.8600000000000003,7,6,60,14,12,New,Disaster Prep,-,Allocate,6,210,8,84,0.1935483870967742,0.875,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",775,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.359813847226612,1.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.9368446469306946,3.473968982696533,0.36502835154533386,0.0,0.0,0,0,6.0
,MAGPIE SCREEN PRNTG EMB,NDF,Dan'L Boone,7.715.2,7,715,Toys,2,Plush,p251086,Dan'L Boone Kids Coonskin Cap,Racoon Brown,Medium,707009,COON SKIN HAT - M,11572,809579726935,Active,Active,259,Elk Grove,CA,0,Northern California,3,6,6,48,147,5.25,9.99,9.99,0.47,45985,46167,1,1,5,1,37,3,3,,0,0,0,0,130,82,48,0,0,"Branham, Dave Michael",Gift1,,,40K-50K,E,0.9795918367346939,12.870000000000001,6,6,60,5,6,-,-,-,Review,6,16,9,31.5,0.009362200117027502,0.1951219512195122,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",2397,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.0681471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.41192325949668884,3.0466744899749756,1.0029664039611816,1.0,96869.78125,0,0,6.0
,G C I OUTDOOR INC,HIGGANUM,GCI Outdoor,1.127.1,1,127,Camp Furniture,1,Stools/Chairs,p248052,GCI Outdoor Freestyle Rocker with Side Table Rocker Chair,Heathered Pewter Gray,One Size,1713509,GCI FREESTYLE ROCKER W/SIDE TABLE,371147,631444009474,Active,Active,802,Ecommerce,UT,,,,2,2,2,147,41.25,41.25,90,0,,46161,10,23,68,3,216,30,30,,,,,0,1834,1350,484,0,4320,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,12.87,2,2,60,39,10,New,Disaster Prep,-,Allocate,10,1336,40,412.5,0.2982142857142857,0.9896296296296296,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",73,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,10.0,1.0,5.0,3.791759469228055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.4967375695705414,3.1735727787017822,1.5942431688308716,0.0,0.0,0,4,6.0
,MAGPIE SCREEN PRNTG EMB,HELENA,Magpie,7.715.2,7,715,Toys,2,Plush,p245424,Magpie Coyote Fur and Tail Hat,Brown,XL,1395273,WYL E. COYOTE HAT XL,WCNXL,087110325247,Active,Active,802,Ecommerce,UT,,,,1,6,24,144,10.4,10.4,18.99,0,,46165,2,1,1,2,42,0,0,,,,,0,211,163,48,0,0,"Branham, Dave Michael",Gift1,,,Greater than 60K,,0.9930555555555556,0,1,6,60,6,6,New,Disaster Prep,-,Allocate,6,79,6,62.400000000000006,0.0769980506822612,0.48466257668711654,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",774,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.1931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.8785960078239441,3.1217758655548096,0.42873063683509827,0.0,0.0,0,0,6.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.136.1,1,136,Accessories,1,Camp Accessories,p9279,Coghlans Flint Striker,,,1238280,FLINT STRIKER,1005,056389010055,Active,Active,802,Ecommerce,UT,,,,12,6,6,147,3.14,3.14,6.99,0,,46148,2,2,4,0,27,0,0,,,,,0,398,104,294,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,0,12,6,60,3,12,New,Disaster Prep,-,Allocate,6,86,6,18.84,0.032736962314427104,0.8269230769230769,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",62,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.4431471805599454,1.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.22008877992630005,2.4847943782806396,0.11172319948673248,0.0,0.0,0,0,6.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.136.1,1,136,Accessories,1,Camp Accessories,p314329,Coghlan's Pocket Chainsaw,Black,,1916196,POCKET CHAINSAW,2227,056389022270,Active,Active,114,Midvale,UT,51650,Rocky Mountain,5,2,6,6,147,9.89,19.99,19.99,0.51,46070,46169,3,1,2,2,8,3,3,,0,0,0,0,14,8,6,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9931972789115646,4.29,2,6,60,6,6,-,-,-,Review,6,0,9,59.34,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1274,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.0681471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.10024881362915039,-0.1661030650138855,0.9926820993423462,1.0,10578.2978515625,0,0,6.0
,VESTERGAARD FRANDSEN INC,BALTIMORE,LifeStraw,1.151.3,1,151,Water Treatment,3,Accessories,p322572,LIFESTRAW GO 2-STAGE FILTER WHITE,,,1958543,LIFESTRAW GO 2-STAGE FILTER WHITE,LGV4WH2TWW,7640144287443,Active,Active,268,Seminole,FL,0,Southeast,10,,6,6,147,14.79,24.95,24.95,0.41,46080,46173,5,0,0,5,5,1,1,,0,0,0,0,44,44,0,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,D,1,0.858,0,6,60,11,12,-,Large Display,-,Allocate,12,26,13,177.48,0.032418952618453865,0.5909090909090909,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",664,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,2.0,4.056945622001443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,1.0,3.304140329360962,1.284379482269287,0.0,0.0,0,6,6.0
,MAGPIE SCREEN PRNTG EMB,HELENA,Magpie,7.715.2,7,715,Toys,2,Plush,p245424,Magpie Coyote Fur and Tail Hat,Brown,S,1395270,WYL E. COYOTE HAT SM,WCNS,087110325193,Active,Active,802,Ecommerce,UT,,,,1,6,24,142,10.4,10.4,18.99,0,,46174,3,5,6,1,33,4,4,,,,,0,209,197,12,0,0,"Branham, Dave Michael",Gift1,,,Greater than 60K,,1,5.720000000000001,1,6,60,7,6,New,Disaster Prep,-,Allocate,6,167,10,62.400000000000006,0.16902834008097167,0.8477157360406091,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",490,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,6.0,1.0,1.0,3.026480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.41080981492996216,2.62923264503479,0.12263397127389908,0.0,0.0,0,0,6.0
,TRAEGER PELLET GRILLS LLC,SALT LAKE CITY,Traeger,1.132.5,1,132,Food Preperation Appliances,5,Spices,p314243,Traeger Rubs,,12.5oz,1915394,ANYTHING RUB,SPC254,634868951374,Active,Active,179,Moses Lake,WA,22652,Pacific North West,2,3,6,6,132,5.85,9.99,9.99,0.41,46119,46168,3,5,8,2,32,5,5,,0,0,0,0,732,696,36,0,0,"Branham, Dave Michael",Camp1,,,20K-30K,C,1,7.15,3,6,60,9,6,-,-,-,Allocate,,690,5,0,0.4075605434140579,0.9913793103448276,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",514,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.041666666666666664,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.8825351595878601,2.6703665256500244,0.9823904037475586,0.0,0.0,0,6,6.0
,MAGPIE SCREEN PRNTG EMB,NDF,Dan'L Boone,7.715.2,7,715,Toys,2,Plush,p251086,Dan'L Boone Kids Coonskin Cap,Racoon Brown,Medium,707009,COON SKIN HAT - M,11572,809579726935,Active,Active,245,Albany,OR,32513,Pacific North West,2,8,6,48,147,5.25,9.99,9.99,0.47,46069,46165,3,3,7,1,70,4,4,,0,0,0,0,130,82,48,0,0,"Branham, Dave Michael",Gift1,,,30K-40K,C,0.9795918367346939,5.720000000000001,8,6,60,8,6,-,-,-,Review,6,16,10,31.5,0.009362200117027502,0.1951219512195122,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",2382,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,6.0,1.0,1.0,3.026480513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.38350313901901245,3.0575196743011475,0.9936206340789795,1.0,52414.2265625,0,0,6.0
,EAST RESOURCE OUTDOOR INC,NINGBO,YOLI,1.101.1,1,101,Canopies,1,Easy Set-Up,p247767,YOLI Solana 235 EasyLift 15ft x 15ft Instant Canopy,Khaki Green and Tan Top,15ft x 15ft,1712702,YOLI SOLANA EASYLIFT 235 15X15 CANOPY,Solana EasyLift 235,850028088050,Active,Active,802,Ecommerce,UT,,,,8,1,1,104,100,100,229.99,0,,46174,29,66,75,3,136,20,20,,,,,0,1111,950,161,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,2.9586206896551723,8,1,60,63,43,New,Disaster Prep,-,Allocate,10,932,30,1000,0.5244794597636466,0.9810526315789474,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",131,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,10.0,1.0,10.0,6.897895272798371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.74460768699646,3.5728282928466797,4.029058933258057,0.0,0.0,0,4,6.0
,BLACK RIFLE COFFEE COMPANY,MOUNT JULIET,Black Rifle Coffee Company,1.150.99,1,150,Food & Beverage,99,Misc Food & Beverage,p311549,Black Rifle Coffee Company 12oz Ground Coffee Bag - Blackbeard's Delight Roast,,,1894110,BLACKBEARDS DELIGHT GROUND COFFEE 12OZ,30-131-12G-201,810071970368,Active,Active,232,Chico,CA,40622,Northern California,3,6,6,6,56,10,15.99,15.99,0.37,46090,46170,1,2,5,1,11,3,3,,0,0,0,0,247,229,18,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,C,0.9821428571428571,12.870000000000001,6,6,60,4,6,-,-,-,Allocate,,211,3,0,0.35343383584589616,0.9213973799126638,0.9821428571428571,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",20,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.7956386804580688,2.611560106277466,0.6942569017410278,0.0,0.0,0,6,6.0
